KK1,KK2,KK3,KK4,RC1,RC2,RC3,RC4,KTP2,KTP4,EK1,EK2,EK3,EU1,EU2,EU3,EU4,CM1,CM2,CM3,DTA1,DTA2,DTA3,DTA4,KP1,KP2,KP3,KP4,KP5,KAP1,KAP2,KAP3,KAP4,KAP5,BB4,BB5,KPT1,KPT2,NB1,NB2,NB3,NB4
2;3;2;4;3;3;4;4;3;1;3;4;4;3;3;3;4;3;3;4;3;3;3;3;4;4;3;3;3;3;3;3;1;3;1;1;2;1;2;2;3;4
3;4;4;4;3;3;3;4;4;2;4;4;3;4;4;4;4;3;3;2;3;3;4;3;3;3;3;4;3;3;2;3;3;3;2;2;2;2;3;3;4;3
3;3;2;4;2;2;3;3;3;2;3;3;3;4;3;3;4;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3
3;3;3;3;3;4;4;4;1;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;2;1;4;4;4;4
4;4;4;4;3;3;4;3;2;2;4;4;4;4;4;4;4;3;3;3;4;3;4;4;4;4;3;3;3;3;3;3;3;3;1;1;1;1;3;3;3;4
4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;2;2;4;4;4;4
4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;3;3;2;2;1;1;4;4;4;4
2;2;2;3;2;2;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;2;3;4;4;4
3;3;3;4;2;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;2;3;3;3;4
3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
4;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;2;3;2;2;3;3;3;3
2;2;3;4;2;1;2;3;4;3;4;4;4;4;4;4;3;2;2;3;3;3;4;4;4;4;3;4;3;4;3;3;3;3;2;1;2;2;4;4;4;4
3;4;3;4;2;1;4;4;3;2;3;4;3;4;4;4;4;2;2;3;3;1;3;3;4;3;4;4;3;3;2;3;3;4;3;2;3;4;4;3;3;4
2;1;1;4;1;1;4;3;4;2;2;4;3;4;4;4;4;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;3;2;2;2;2;2;2
3;3;3;4;2;2;2;3;3;2;3;3;3;4;4;4;4;4;4;4;4;3;3;3;4;3;3;3;3;3;2;3;3;3;3;1;2;2;4;4;4;4
1;1;1;4;1;1;3;4;3;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;2;2;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;4;4;1;1;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;2;1;4;4;4;4
1;1;1;1;2;1;1;1;2;2;3;3;2;4;4;4;3;3;3;3;3;3;3;2;2;2;3;4;3;3;1;3;1;2;2;2;1;1;2;3;2;3
1;1;1;4;1;1;4;4;3;2;4;3;4;4;4;4;4;3;3;4;4;3;4;2;1;4;4;4;2;3;3;4;3;3;2;1;3;3;3;3;3;4
3;3;3;3;3;2;4;3;4;2;3;3;3;4;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;4;1;1;3;3;3;3;3
3;4;4;4;4;4;4;4;3;3;4;4;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;2;3;3;3;3
3;3;4;4;3;2;3;3;3;3;3;4;4;4;4;4;4;4;3;3;3;4;4;4;3;4;3;4;4;3;3;2;2;3;2;1;2;2;3;3;3;3
3;4;4;4;2;2;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;4;3;3;3
2;2;2;3;2;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3
3;3;3;3;3;3;3;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;2;2;3;3;4;3;4
3;3;3;4;3;3;3;3;3;3;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;4;4;4;4;4
3;3;3;3;2;2;3;2;3;3;2;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;1;1;4;4;4;4
4;4;4;4;3;3;3;3;2;2;3;3;3;4;4;4;4;2;2;2;4;3;3;3;3;3;3;3;3;3;2;3;2;2;2;2;3;3;3;3;3;3
3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;4;4;4;4
3;3;3;4;2;1;3;2;3;1;3;4;4;4;4;4;4;4;4;4;3;2;3;4;4;4;4;4;2;4;1;4;1;3;1;1;3;3;4;4;4;4
4;3;3;4;2;2;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;2;1;4;4;4;4
3;3;3;4;3;3;3;4;1;2;2;4;4;4;4;4;4;1;1;1;4;2;4;2;2;3;2;2;1;1;3;3;3;3;1;1;4;4;2;1;2;3
3;3;3;3;3;3;4;4;2;2;3;3;3;3;4;4;4;3;3;3;2;3;4;3;4;4;4;4;4;4;4;4;4;4;2;2;3;2;3;3;3;3
2;3;3;2;4;4;3;4;4;4;1;3;3;3;3;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;3;3;4;4;3;3;3
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
3;2;2;3;2;2;2;2;3;2;3;2;3;4;4;4;3;3;2;3;2;2;3;2;3;3;2;3;3;3;3;2;2;2;3;2;2;2;3;3;3;3
3;3;3;3;3;3;3;3;3;2;3;4;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3
4;3;3;4;3;3;3;3;3;3;3;4;4;4;4;4;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;1;2;1;1;4;4;4;4
3;3;3;3;2;2;3;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;3;1;2;2;2;4;4;4;4
1;1;2;3;2;2;4;3;3;2;4;4;4;4;4;4;4;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;2;2;4;4;4;4
4;4;4;4;3;3;3;4;4;3;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;1;3;2;3;3;3;4
2;2;2;3;2;2;3;3;3;2;3;3;3;4;4;4;4;2;2;3;3;2;3;2;3;3;3;3;3;3;3;3;3;3;4;3;3;2;3;3;3;2
1;1;1;2;1;1;3;3;2;1;2;3;3;4;4;4;4;3;3;2;2;2;2;2;3;3;3;3;3;2;2;3;2;3;2;2;3;3;2;3;3;2
3;3;3;3;4;2;4;4;3;2;4;4;4;4;4;4;4;2;2;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;1;1;3;3;4;4;4;4
4;4;4;4;3;2;4;3;2;2;3;4;4;4;4;4;4;4;4;2;4;3;4;3;4;4;4;4;4;4;4;4;4;3;2;2;1;1;4;4;4;4
2;3;3;4;3;2;3;3;4;4;3;4;4;4;4;4;4;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2
3;3;3;3;2;2;2;2;2;2;3;4;3;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;3;3;3;3
2;2;2;4;2;2;2;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;3;2;4;4;4;4
2;3;3;3;3;4;3;3;4;2;2;4;3;3;3;4;3;4;3;3;3;4;3;3;2;3;3;3;2;3;1;3;3;3;1;1;4;1;2;2;2;2
2;2;2;4;2;1;1;2;3;2;3;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;1;1;2;2;1;4;4;4
4;4;4;4;3;3;3;3;2;2;4;4;4;4;4;4;4;3;3;3;4;4;3;4;3;4;3;4;4;3;3;3;3;3;1;2;2;2;3;4;4;4
2;3;3;3;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3
4;4;4;4;4;4;4;4;2;1;2;4;3;4;4;4;4;4;4;4;3;2;2;1;3;3;3;3;3;3;3;2;2;2;1;1;1;3;1;2;2;2
2;2;2;3;2;2;1;4;4;1;3;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;1;2;1;3;3;3;3
3;3;3;3;3;3;3;1;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;2;1;1;1;4;4;4;4
3;4;3;4;4;3;3;3;1;2;3;4;4;4;4;4;4;1;2;3;4;4;4;3;3;3;3;3;3;2;2;2;2;3;1;1;2;1;4;4;4;4
4;4;4;4;4;4;3;3;1;3;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;3;3;3;3;4;4;4;1;1;3;2;4;4;4;4
2;2;2;4;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
3;3;3;3;2;2;1;2;1;1;3;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3
3;4;4;4;4;4;4;4;4;2;3;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;1;2;4;4;4;4;4;4
1;1;1;2;2;2;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;3;1;1;3;3;2;2;2;2
3;3;3;4;3;3;3;4;3;2;3;3;3;4;4;4;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;2;1;3;3;3;3;3;3
4;3;3;4;3;3;3;4;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;3;3;1;1;3;2;4;4;4;4
3;4;3;4;3;2;3;3;2;2;3;4;4;4;4;4;4;1;2;3;4;4;4;4;4;3;3;3;4;3;3;3;3;4;2;2;4;4;3;3;3;3
3;3;3;3;4;4;4;4;4;3;4;4;4;3;3;3;3;4;4;4;4;3;3;3;3;3;4;3;3;3;3;2;2;2;3;2;3;2;3;3;3;3
3;3;4;4;3;3;4;4;3;2;3;3;4;4;4;4;4;3;3;3;4;3;4;3;4;4;4;4;4;4;3;3;3;4;2;2;2;2;3;3;3;3
4;4;4;4;2;2;4;4;2;2;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;4
2;2;2;3;1;1;2;2;2;2;3;3;4;4;4;4;4;4;4;3;3;4;3;2;4;3;3;3;3;3;4;3;3;3;2;2;2;2;3;3;3;3
3;3;3;4;2;2;2;3;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;4;4;3;3;4;4;3;3;3;3;3;2;2;3;2;3;3;3;3
4;4;3;4;3;3;4;4;3;1;4;4;2;4;4;4;4;1;2;2;3;4;4;4;4;3;4;4;4;4;4;3;3;4;2;1;4;4;3;4;2;1
3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;1;1;2;2;3;3;3;4
4;4;4;4;3;3;4;3;2;3;3;4;3;3;4;4;4;2;3;3;3;3;3;2;4;3;3;3;3;3;4;3;3;4;2;2;2;2;2;4;3;3
3;3;3;4;4;4;4;3;2;2;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;2;2
3;3;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;1;1;1;3;1;2;1;3;3;4;4;3;1;4;4;4;3;3;3;4;4;3;3;3;3
3;3;4;4;4;3;3;4;3;3;3;4;4;4;4;4;4;3;3;3;4;4;4;4;4;3;3;4;3;3;3;3;3;3;2;1;2;2;4;4;3;3
3;3;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;2;1;3;2;4;4;4;4
4;4;4;4;4;4;3;4;4;1;2;4;4;4;4;4;4;2;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;2;2;2;2;4;4;4;4
3;3;3;3;2;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4
3;3;3;4;2;3;3;3;3;2;2;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3
4;4;4;4;4;3;3;3;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;4;4;4;1;1;4;2;4;4;4;4
4;4;4;4;3;3;3;4;2;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;4;4;4;4
3;3;3;4;4;4;3;3;3;2;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1;2;2;3;3;3;3
3;4;4;4;4;3;3;4;3;3;3;4;4;4;4;4;4;3;3;3;4;4;4;4;3;3;3;4;2;3;2;3;3;3;2;2;3;3;3;3;3;3
3;4;3;4;4;4;4;4;4;2;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;3;2;3;3;3;3;3;3
2;2;2;3;1;1;1;1;2;3;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;3;3;4;3;3;3;3;2;1;4;3;4;4;4;4
4;3;3;4;3;4;4;3;3;3;3;4;4;4;4;4;4;2;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;3
3;3;3;3;4;3;4;3;3;4;4;4;3;4;4;4;4;2;2;1;4;3;4;4;4;4;3;4;3;4;3;3;3;3;1;1;2;1;4;4;4;4
3;3;3;3;3;3;4;3;2;3;4;4;4;4;4;4;4;3;2;2;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;2;2;2;3;3;3;3
2;2;2;2;1;1;2;3;1;1;3;3;3;4;4;4;4;2;2;2;3;2;3;1;3;3;3;3;3;3;3;3;3;3;1;1;1;1;3;3;3;3
3;3;3;3;2;2;2;3;2;2;3;4;3;3;3;4;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3
2;3;3;4;2;2;2;2;3;3;3;4;3;4;4;3;4;2;2;2;4;3;3;3;3;3;3;4;2;3;3;4;3;2;1;1;2;2;3;3;3;3
3;3;3;3;2;3;3;3;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;3;4;3;3;3;3;3;3;1;2;3;3;3;3;3;3
3;4;4;4;4;4;4;3;3;3;3;4;3;3;3;4;3;3;3;2;3;3;4;3;4;4;3;4;3;4;4;4;4;4;1;1;1;2;4;4;4;4
3;4;3;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;2;4;4;4;4
4;2;2;4;4;4;4;3;4;1;2;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;1;1;4;4;4;4
2;1;2;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;3;3;4;4
3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
4;3;3;4;2;1;1;3;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;1;3;1;1;4;4;4;4
3;3;3;4;3;3;3;4;2;2;3;4;4;4;4;4;4;2;2;2;4;3;4;2;4;4;4;4;3;3;3;3;3;3;1;1;2;2;3;3;3;4
3;3;4;3;2;2;3;4;2;2;2;3;3;4;4;4;3;3;2;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;2;2;3;2;3;3;3;3
3;2;2;4;4;3;4;4;3;1;1;4;2;4;4;4;4;2;2;4;4;3;3;4;4;3;3;3;3;4;4;3;2;3;3;2;4;4;4;4;2;4
4;4;3;4;4;2;3;3;2;1;4;4;4;4;4;4;4;3;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;2;3;4;4;4;4;4;4
2;3;2;3;2;2;2;2;1;1;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;1;2;3;3;1;1;3;3;3;3;3;3
1;1;1;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;1;1;3;3;4;4;4;4
3;2;3;4;2;2;4;3;4;3;4;4;3;4;4;4;4;2;2;3;4;3;4;3;3;3;2;3;2;3;3;2;2;2;1;2;1;1;4;3;3;3
2;3;3;3;2;2;3;3;3;2;3;3;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;2;3;3;3;2;2;1;2;3;3;3;3
2;2;2;3;2;2;1;1;3;2;3;3;4;4;4;4;2;3;3;3;3;3;3;2;3;4;3;4;3;3;4;3;3;3;2;1;1;1;3;3;3;3
2;2;2;3;2;2;3;3;3;2;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3
2;2;2;3;3;2;2;4;3;2;3;3;2;4;4;4;4;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3
3;3;3;3;4;4;4;4;2;2;4;4;3;4;4;4;3;3;3;3;3;4;4;4;4;3;4;4;3;3;4;3;3;3;4;3;3;2;4;4;4;4
4;4;4;4;4;4;4;4;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;3;4;4;4;4;1;1;2;2;3;3;3;4
4;4;4;4;2;2;4;3;2;2;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;1;1;1;1;4;4;4;4
3;3;3;4;3;2;4;4;4;2;4;3;4;3;3;4;3;2;3;2;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;3;2;2;4;4;4;4
2;3;3;3;1;2;3;3;2;2;4;4;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;1;1;2;1;3;3;3;4
3;4;3;3;3;2;3;4;3;3;3;2;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;2;3;2;3;4;3;3
4;3;3;3;4;3;4;3;3;3;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;3;3;3;2;3;3;3;3;1;1;2;1;4;4;4;4
3;3;3;3;2;2;2;2;2;2;3;4;4;4;4;4;4;4;3;3;3;4;4;3;4;4;3;4;4;4;4;4;4;4;2;2;2;2;4;4;4;4
4;3;3;4;2;2;4;2;3;3;3;4;3;3;4;4;4;2;2;2;3;3;3;4;3;3;3;3;4;3;2;2;2;3;3;3;3;2;3;3;2;4
3;3;3;4;4;3;2;3;3;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;2;1;3;2;4;4;4;4
3;3;3;4;3;3;3;4;4;2;4;4;4;4;4;4;4;2;2;3;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2;2;1;1;4;4;4;4
3;4;3;3;2;2;1;3;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;4;3;4;3;4;4;4;4;4;1;2;2;2;4;4;4;4
2;3;2;4;3;2;4;2;3;4;3;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;2;4;4;4;2;2;3;1;1;1;4;4;4
3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;2;2;3;3;3;3
4;4;4;4;4;3;3;3;2;2;3;3;3;3;2;4;4;3;3;3;4;3;4;3;4;4;3;3;3;3;3;4;4;4;3;2;3;2;4;3;4;4
3;3;3;3;2;3;3;4;3;2;3;2;3;4;4;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;2;3;3;3;3;1;2;2;3;3;3;3
1;2;2;4;2;1;3;3;2;3;3;3;4;4;4;4;4;4;4;2;4;1;3;3;4;3;3;4;3;3;3;3;3;3;1;1;1;1;4;4;4;4
3;3;3;3;2;2;2;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4
4;3;3;3;2;3;3;2;3;2;3;4;4;4;4;4;4;2;2;3;4;3;4;4;4;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;4
4;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;3;2;1;1;1;1;2;2;2;2
2;2;2;4;2;2;4;4;3;1;3;4;4;4;4;4;4;4;4;4;3;4;4;2;3;3;3;4;3;3;3;3;3;3;2;1;1;1;3;3;3;4
3;3;3;3;3;3;3;3;2;2;3;2;3;3;3;3;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3;3
3;3;3;3;2;1;2;3;3;2;3;4;3;3;4;4;4;2;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;2;2;2;3;3;3;4
3;3;3;3;3;3;4;4;2;2;2;4;3;4;4;4;4;3;2;2;2;3;3;2;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3
1;1;1;4;3;2;4;4;2;1;3;4;4;4;4;4;3;4;4;4;3;3;4;4;4;4;4;4;3;3;1;4;4;4;1;1;2;2;4;3;3;3
2;3;2;4;3;2;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;3;3;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4
3;3;2;4;3;2;4;4;3;3;2;4;3;4;4;4;4;4;4;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;2;2;2;1;4;4;4;4
3;2;2;4;3;3;4;3;3;3;3;4;2;4;4;4;4;2;2;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4
3;3;3;3;2;2;3;3;2;2;3;3;3;3;3;3;3;2;2;2;3;3;3;3;4;3;3;4;3;3;3;3;3;3;2;2;2;2;3;3;3;3
3;3;3;3;2;3;3;3;2;2;3;3;3;3;3;3;3;3;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3
4;4;4;4;4;4;4;4;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;4;4;4;4;4;4
3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;3;3;3;3
3;4;3;2;2;1;4;3;4;1;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;2;4;4;4;3;1;1;1;3;4;4;4;4
